nom_modele,performance,fairness_accuracy,fairness_disparate_impact,interpretability,privacy
account_check_status duration_in_month installment_as_income_perc other_debtors other_installment_plans present_res_since property purpose savings sex,0.72297619047619,0.10433445864480309,0.834211682037769,-10.0,-3.0
account_check_status age duration_in_month foreign_worker people_under_maintenance personal._status present_emp_since present_res_since property purpose savings telephone,0.72047619047619,0.17521241977763669,0.763547574039067,-12.0,-8.0
age credit_history duration_in_month housing installment_as_income_perc job present_emp_since purpose,0.696547619047619,0.17937794769691334,0.807429618524071,-8.0,-4.0
credit_amount credit_history credits_this_bank duration_in_month foreign_worker job other_debtors people_under_maintenance present_emp_since property purpose sex telephone,0.710238095238095,0.2251735150095806,0.778094559277738,-13.0,-7.0
account_check_status age credit_history installment_as_income_perc other_debtors other_installment_plans people_under_maintenance present_emp_since present_res_since savings sex telephone,0.741309523809524,0.16022067363530743,0.810839371980676,-12.0,-6.0
account_check_status age credit_amount credit_history foreign_worker installment_as_income_perc job other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since property sex telephone,0.71,0.2251558489182254,0.789496340938442,-15.0,-10.0
account_check_status credit_amount credit_history credits_this_bank installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance purpose,0.711547619047619,0.3242683242683239,0.961603613777527,-10.0,-2.0
credit_amount credit_history duration_in_month housing installment_as_income_perc present_res_since property savings sex,0.708571428571429,0.0847125097125096,0.701003344481605,-9.0,-4.0
account_check_status age credit_amount credit_history foreign_worker installment_as_income_perc other_debtors property,0.714285714285714,0.1724736048265455,0.92554347826087,-8.0,-3.0
account_check_status age credit_amount credit_history foreign_worker other_debtors present_emp_since present_res_since property purpose savings telephone,0.732261904761905,0.0916083005136799,0.848763853367434,-12.0,-6.0
account_check_status credits_this_bank duration_in_month housing installment_as_income_perc job personal._status present_res_since purpose savings telephone,0.70047619047619,0.09208362696734779,0.728513650151668,-11.0,-5.0
age credits_this_bank duration_in_month foreign_worker other_installment_plans personal._status present_emp_since present_res_since savings sex telephone,0.677976190476191,0.2551203590371278,0.801610305958132,-11.0,-7.0
credit_amount credit_history credits_this_bank duration_in_month installment_as_income_perc job personal._status present_emp_since property purpose savings,0.733333333333333,0.126768534238823,0.632850241545894,-11.0,-4.0
account_check_status credit_amount credits_this_bank foreign_worker housing installment_as_income_perc present_emp_since property savings,0.705357142857143,0.31135314645953,0.949275362318841,-9.0,-4.0
credit_amount credit_history foreign_worker installment_as_income_perc other_debtors other_installment_plans personal._status present_emp_since present_res_since savings telephone,0.73797619047619,0.1961176754280201,0.654672663668166,-11.0,-5.0
age credit_amount credit_history credits_this_bank foreign_worker housing installment_as_income_perc other_debtors other_installment_plans people_under_maintenance present_res_since property purpose savings sex,0.7125,0.1516229598386214,0.699466056445461,-15.0,-7.0
account_check_status credit_amount duration_in_month job other_debtors people_under_maintenance property purpose,0.687142857142857,0.05612021274244719,0.884552042160738,-8.0,-3.0
age credit_amount credit_history duration_in_month housing people_under_maintenance present_res_since purpose savings,0.695952380952381,0.3130037147702498,0.786542443064182,-9.0,-4.0
credit_history credits_this_bank duration_in_month foreign_worker installment_as_income_perc other_debtors people_under_maintenance present_res_since savings sex telephone,0.741011904761905,0.27680160908009027,0.793065492570171,-11.0,-5.0
account_check_status age credit_amount credits_this_bank foreign_worker installment_as_income_perc job other_installment_plans people_under_maintenance sex,0.676785714285714,0.23894838987924127,0.747301880974406,-10.0,-5.0
age credit_history credits_this_bank duration_in_month housing other_debtors property savings sex telephone,0.71047619047619,0.16858054226475272,0.54655248133509,-10.0,-5.0
age credit_history duration_in_month foreign_worker installment_as_income_perc job people_under_maintenance purpose savings sex,0.719761904761905,0.26609623978045,0.846650998824912,-10.0,-5.0
account_check_status credit_history duration_in_month other_installment_plans present_emp_since purpose savings,0.733273809523809,0.2107422969187677,0.885990338164251,-7.0,-1.0
account_check_status age credit_history credits_this_bank duration_in_month foreign_worker installment_as_income_perc other_debtors other_installment_plans people_under_maintenance present_res_since property sex,0.72047619047619,0.0759880596390706,0.782907515314508,-13.0,-6.0
account_check_status credits_this_bank duration_in_month installment_as_income_perc purpose,0.700238095238095,0.08531195580375919,1.05776397515528,-5.0,-0.0
account_check_status age credit_amount credits_this_bank foreign_worker job other_debtors people_under_maintenance personal._status present_res_since property purpose sex telephone,0.694285714285714,0.0874176097500315,0.755105401844532,-14.0,-9.0
account_check_status age credit_amount credits_this_bank foreign_worker personal._status present_res_since property purpose savings sex telephone,0.703214285714286,-0.0445183542744518,0.759420289855072,-12.0,-7.0
account_check_status credit_amount credit_history installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since property savings telephone,0.73702380952381,0.1593152621550183,0.741962352157255,-13.0,-6.0
account_check_status age credit_history credits_this_bank installment_as_income_perc job other_installment_plans people_under_maintenance personal._status present_res_since telephone,0.706785714285714,0.076233738462128,0.832241413539805,-11.0,-6.0
credit_history duration_in_month installment_as_income_perc job other_debtors people_under_maintenance present_emp_since property sex telephone,0.711666666666667,0.12399125422381214,0.662285136501517,-10.0,-6.0
account_check_status age credit_amount foreign_worker housing installment_as_income_perc job personal._status present_emp_since present_res_since property purpose savings telephone,0.720238095238095,0.2195456590193428,0.779405034324943,-14.0,-9.0
account_check_status age credit_history duration_in_month other_installment_plans present_emp_since property savings sex telephone,0.731428571428571,0.12412816041848296,0.755337385070905,-10.0,-5.0
account_check_status credit_history credits_this_bank installment_as_income_perc job other_debtors other_installment_plans present_emp_since property purpose telephone,0.719285714285714,0.3111538461538465,0.987246376811594,-11.0,-4.0
age credit_amount credit_history credits_this_bank duration_in_month foreign_worker housing installment_as_income_perc job other_installment_plans people_under_maintenance personal._status present_emp_since savings sex,0.680714285714286,0.2015123861813754,0.764050901378579,-15.0,-8.0
account_check_status age credit_history credits_this_bank duration_in_month installment_as_income_perc job other_installment_plans present_emp_since present_res_since purpose savings sex,0.731547619047619,0.251573900354388,0.822705314009662,-13.0,-5.0
account_check_status credit_amount duration_in_month housing other_installment_plans present_emp_since present_res_since savings,0.692023809523809,0.1191469831175718,0.893435635123615,-8.0,-3.0
credit_amount duration_in_month housing other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since property purpose savings,0.661071428571429,0.0946201494981983,0.748467112597547,-11.0,-6.0
age credit_amount installment_as_income_perc other_debtors other_installment_plans property purpose savings sex telephone,0.701904761904762,0.19572053962297842,0.741338854382333,-10.0,-4.0
account_check_status credit_amount foreign_worker installment_as_income_perc other_debtors other_installment_plans people_under_maintenance present_emp_since property savings sex telephone,0.723095238095238,0.21456486745318543,0.819374523264683,-12.0,-6.0
age credit_history credits_this_bank duration_in_month foreign_worker installment_as_income_perc other_installment_plans people_under_maintenance personal._status present_res_since purpose savings sex telephone,0.719880952380952,0.24951765188834157,0.791062801932367,-14.0,-7.0
account_check_status credit_amount credit_history credits_this_bank duration_in_month foreign_worker job other_installment_plans people_under_maintenance personal._status present_res_since property savings sex telephone,0.71797619047619,0.104556690572044,0.784183994959042,-15.0,-8.0
credit_history credits_this_bank people_under_maintenance present_emp_since savings,0.750297619047619,0.2569114342679918,0.995961035875505,-5.0,-2.0
account_check_status age credit_history credits_this_bank duration_in_month installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since sex,0.714642857142857,0.1674460870245373,0.801610305958132,-14.0,-7.0
account_check_status credit_amount credits_this_bank foreign_worker housing job other_debtors personal._status purpose savings telephone,0.689285714285714,0.1071962730369141,0.705175983436853,-11.0,-5.0
account_check_status age credit_amount foreign_worker installment_as_income_perc job other_installment_plans people_under_maintenance present_res_since property,0.677619047619048,0.1559987631416202,0.929902395740905,-10.0,-6.0
account_check_status age credits_this_bank foreign_worker installment_as_income_perc other_debtors other_installment_plans people_under_maintenance purpose,0.695952380952381,0.1442604006163334,0.94927536231884,-9.0,-3.0
account_check_status age credits_this_bank duration_in_month installment_as_income_perc job present_res_since property,0.686309523809524,0.10004211915813749,0.848763853367434,-8.0,-4.0
account_check_status credit_history credits_this_bank housing installment_as_income_perc other_debtors other_installment_plans personal._status present_res_since telephone,0.71452380952381,-0.0808597483789302,0.804092071611253,-10.0,-4.0
account_check_status credit_amount credit_history credits_this_bank other_debtors other_installment_plans personal._status property telephone,0.710595238095238,0.040720796500516805,0.700655624568668,-9.0,-3.0
account_check_status age present_res_since purpose sex,0.685297619047619,0.0739021541499594,0.700655624568668,-5.0,-3.0
account_check_status age duration_in_month housing installment_as_income_perc other_installment_plans people_under_maintenance personal._status property savings,0.706309523809524,0.08872608872608931,0.739695087521175,-10.0,-5.0
account_check_status age credit_amount credit_history credits_this_bank housing job other_debtors other_installment_plans people_under_maintenance property savings telephone,0.707261904761905,0.14342679543950682,0.843800322061191,-13.0,-6.0
age credit_history credits_this_bank housing job other_debtors other_installment_plans present_res_since property purpose savings telephone,0.691071428571429,0.1104169689348877,0.797941608905692,-12.0,-6.0
account_check_status age credit_history housing other_debtors present_res_since telephone,0.695714285714286,-0.010772005772005905,0.83536231884058,-7.0,-4.0
account_check_status credit_amount credit_history duration_in_month foreign_worker housing other_debtors other_installment_plans personal._status present_emp_since property savings sex,0.724285714285714,0.004890945142101796,0.746621071486729,-13.0,-6.0
account_check_status age credit_amount credit_history foreign_worker housing installment_as_income_perc job other_debtors people_under_maintenance present_emp_since property purpose savings sex,0.7325,0.1707912319614446,0.836266390614217,-15.0,-8.0
account_check_status age foreign_worker job other_debtors other_installment_plans personal._status present_emp_since purpose savings sex telephone,0.698690476190476,0.2309855649576904,0.929902395740905,-12.0,-7.0
age credit_amount credit_history credits_this_bank foreign_worker job other_debtors people_under_maintenance present_emp_since present_res_since sex telephone,0.664404761904762,0.2926716141001859,0.639307897071872,-12.0,-8.0
account_check_status credit_amount duration_in_month job people_under_maintenance present_emp_since present_res_since savings sex telephone,0.690119047619048,0.10807225746250171,0.748467112597547,-10.0,-6.0
account_check_status credit_amount credits_this_bank housing other_debtors present_emp_since present_res_since purpose sex,0.692380952380952,0.1052199375112461,0.748724229434579,-9.0,-4.0
account_check_status age foreign_worker housing other_installment_plans people_under_maintenance personal._status property sex,0.672857142857143,0.017206953253464913,0.776679841897233,-9.0,-7.0
account_check_status credit_amount credit_history duration_in_month foreign_worker housing job other_installment_plans people_under_maintenance personal._status present_res_since property purpose savings sex telephone,0.7025,0.1445266619685223,0.776679841897233,-16.0,-9.0
account_check_status age installment_as_income_perc present_emp_since property purpose telephone,0.701666666666667,0.1674445137141744,0.924934968413229,-7.0,-4.0
account_check_status age credits_this_bank foreign_worker job other_debtors other_installment_plans present_emp_since property savings telephone,0.700833333333333,0.22866329073225597,0.851074462768616,-11.0,-6.0
account_check_status age credits_this_bank foreign_worker other_installment_plans people_under_maintenance personal._status present_emp_since property purpose sex telephone,0.695714285714286,0.1198179271708685,0.806884057971014,-12.0,-8.0
age credit_history housing installment_as_income_perc job other_debtors other_installment_plans personal._status present_emp_since present_res_since property purpose sex telephone,0.675952380952381,0.024208444421210396,0.727104532839963,-14.0,-9.0
account_check_status age credits_this_bank duration_in_month housing other_installment_plans present_emp_since purpose sex,0.70047619047619,0.17887692023330348,0.836266390614217,-9.0,-4.0
age credit_amount credit_history duration_in_month foreign_worker job present_emp_since property purpose sex telephone,0.707857142857143,0.321977849520223,0.71195652173913,-11.0,-7.0
age credits_this_bank duration_in_month foreign_worker housing installment_as_income_perc other_debtors other_installment_plans people_under_maintenance purpose savings,0.667619047619048,0.1886976879709435,0.824623042014346,-11.0,-4.0
age credit_amount credit_history duration_in_month foreign_worker job other_debtors other_installment_plans people_under_maintenance present_emp_since present_res_since sex telephone,0.668690476190476,0.1729371813674142,0.706437478934951,-13.0,-8.0
account_check_status credit_amount credit_history duration_in_month foreign_worker job other_installment_plans property savings telephone,0.715238095238095,0.1609095307208516,0.949275362318841,-10.0,-4.0
account_check_status credit_amount duration_in_month installment_as_income_perc other_debtors other_installment_plans present_res_since property,0.683809523809524,0.1127497495070205,0.960443307757886,-8.0,-2.0
account_check_status age credit_amount credits_this_bank duration_in_month job other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since sex,0.678928571428571,0.1770750092334557,0.696936341955604,-13.0,-7.0
age credit_history duration_in_month foreign_worker installment_as_income_perc job other_installment_plans people_under_maintenance purpose savings sex,0.71952380952381,0.22810089639357936,0.822705314009662,-11.0,-5.0
account_check_status age credit_amount credit_history foreign_worker installment_as_income_perc job other_installment_plans personal._status present_emp_since present_res_since savings sex telephone,0.728571428571429,0.1856253537068478,0.775751908991741,-14.0,-8.0
age credit_amount credits_this_bank duration_in_month foreign_worker housing installment_as_income_perc job other_installment_plans people_under_maintenance present_emp_since purpose savings sex telephone,0.680952380952381,0.1372128625948659,0.693701226309922,-15.0,-8.0
account_check_status credit_history duration_in_month installment_as_income_perc other_debtors other_installment_plans people_under_maintenance present_res_since purpose savings sex telephone,0.744404761904762,0.23194701884460947,0.892090099528549,-12.0,-4.0
account_check_status credit_history duration_in_month foreign_worker housing installment_as_income_perc other_installment_plans people_under_maintenance personal._status present_res_since property savings sex telephone,0.718571428571429,0.12565048192225872,0.794291629695356,-14.0,-8.0
account_check_status credit_history credits_this_bank foreign_worker other_installment_plans personal._status present_emp_since purpose savings sex,0.72625,0.1356684301875744,0.782907515314508,-10.0,-4.0
account_check_status credit_amount credits_this_bank duration_in_month foreign_worker installment_as_income_perc other_debtors personal._status present_emp_since present_res_since purpose sex,0.718690476190476,0.17809233449477385,0.810839371980676,-12.0,-5.0
account_check_status credit_amount credits_this_bank foreign_worker installment_as_income_perc job present_res_since purpose savings telephone,0.696428571428571,0.24333930293428863,1.05820860061772,-10.0,-4.0
credit_amount foreign_worker installment_as_income_perc other_debtors other_installment_plans personal._status present_emp_since savings telephone,0.68547619047619,0.2462304201434633,0.567099567099567,-9.0,-4.0
account_check_status foreign_worker housing installment_as_income_perc people_under_maintenance present_emp_since present_res_since property purpose savings telephone,0.702321428571429,0.2160501567398117,0.960186573379977,-11.0,-7.0
credit_amount credit_history duration_in_month job other_debtors people_under_maintenance personal._status present_emp_since present_res_since property purpose telephone,0.695357142857143,0.1571553329709403,0.62540494458653,-12.0,-7.0
account_check_status age credit_amount credit_history credits_this_bank housing installment_as_income_perc job other_installment_plans people_under_maintenance present_emp_since sex telephone,0.696071428571429,0.2115255491066349,0.75190127708423,-13.0,-7.0
account_check_status credit_amount duration_in_month foreign_worker installment_as_income_perc people_under_maintenance personal._status present_emp_since present_res_since purpose savings telephone,0.728928571428571,0.20224532849563598,0.743762139548782,-12.0,-6.0
age credit_amount duration_in_month job other_debtors other_installment_plans present_emp_since purpose savings sex,0.685119047619048,0.33615646784457,0.605335013652594,-10.0,-4.0
account_check_status credit_history credits_this_bank duration_in_month housing installment_as_income_perc job other_installment_plans people_under_maintenance present_emp_since present_res_since property sex telephone,0.702738095238095,0.1224478830861812,0.813664596273292,-14.0,-8.0
age credit_amount credits_this_bank duration_in_month foreign_worker other_debtors personal._status present_emp_since savings,0.67952380952381,0.288311996206733,0.615746180963572,-9.0,-4.0
credit_history duration_in_month installment_as_income_perc other_installment_plans personal._status present_emp_since present_res_since property sex,0.680952380952381,0.1890602458428601,0.38745933155871,-9.0,-5.0
account_check_status age credit_amount credits_this_bank duration_in_month other_installment_plans personal._status present_res_since,0.676666666666667,0.0648285449490269,0.686223153483499,-8.0,-3.0
account_check_status age credit_amount credit_history credits_this_bank duration_in_month housing installment_as_income_perc other_installment_plans present_res_since property telephone,0.702261904761905,0.12149202774202779,0.912290607942782,-12.0,-5.0
credits_this_bank duration_in_month other_debtors other_installment_plans present_res_since savings sex telephone,0.685119047619048,0.27556170355466203,0.561543172075934,-8.0,-3.0
account_check_status age credit_amount credits_this_bank duration_in_month foreign_worker installment_as_income_perc job other_installment_plans people_under_maintenance present_res_since purpose savings,0.699285714285714,0.40580209569756626,0.902969247083775,-13.0,-5.0
account_check_status age credit_amount credits_this_bank duration_in_month foreign_worker other_debtors personal._status present_res_since property telephone,0.699404761904762,0.0268099547511311,0.709348622392101,-11.0,-6.0
account_check_status age credit_amount duration_in_month housing other_debtors other_installment_plans people_under_maintenance present_res_since purpose sex telephone,0.700833333333333,0.16105500232052483,0.763142938334754,-12.0,-6.0
account_check_status age credit_amount foreign_worker job other_debtors other_installment_plans personal._status present_res_since purpose savings,0.6975,0.1186926494735825,0.809676044330776,-11.0,-5.0
credit_history credits_this_bank foreign_worker job other_debtors present_emp_since purpose sex telephone,0.694107142857143,0.2679005495666879,0.751509661835749,-9.0,-5.0
age credit_amount credit_history credits_this_bank duration_in_month housing job other_debtors people_under_maintenance personal._status present_res_since property savings telephone,0.688690476190476,-0.0405551345206518,0.605032648510909,-14.0,-8.0
account_check_status credit_amount credit_history housing other_installment_plans people_under_maintenance present_res_since property telephone,0.689880952380952,0.04016354016353969,0.887634105025409,-9.0,-5.0
credit_amount credit_history duration_in_month people_under_maintenance present_res_since property purpose savings,0.71702380952381,0.21559118927539955,0.923619271445358,-8.0,-3.0
housing installment_as_income_perc other_installment_plans personal._status present_emp_since present_res_since property savings sex telephone,0.664642857142857,0.251936316695353,0.514190821256038,-10.0,-7.0
credits_this_bank duration_in_month foreign_worker installment_as_income_perc job other_debtors personal._status present_emp_since present_res_since purpose savings sex,0.707619047619048,0.351468146427496,0.656289139380927,-12.0,-6.0
age credit_history credits_this_bank foreign_worker housing other_installment_plans people_under_maintenance present_emp_since present_res_since savings telephone,0.672142857142857,0.1053093806463082,0.716434235712332,-11.0,-7.0
account_check_status credit_amount duration_in_month housing job other_debtors other_installment_plans people_under_maintenance personal._status present_res_since property purpose,0.682619047619048,0.12063671622495191,0.730211817168339,-12.0,-6.0
age credit_history foreign_worker job other_installment_plans people_under_maintenance personal._status present_emp_since property savings,0.688214285714286,0.1261757849993144,0.489020641194554,-10.0,-7.0
account_check_status credit_history credits_this_bank duration_in_month foreign_worker housing installment_as_income_perc other_debtors present_emp_since present_res_since property savings telephone,0.740357142857143,0.044328397473633804,0.969911783238815,-13.0,-6.0
account_check_status credit_amount housing installment_as_income_perc other_installment_plans property purpose savings,0.695357142857143,0.19913295106298912,0.924934968413229,-8.0,-2.0
account_check_status credit_amount credits_this_bank housing other_installment_plans people_under_maintenance personal._status savings sex telephone,0.679047619047619,0.158385093167702,0.759420289855072,-10.0,-5.0
age credits_this_bank foreign_worker job other_installment_plans people_under_maintenance present_emp_since present_res_since property purpose savings sex telephone,0.677678571428571,0.2861581920903954,0.772291820191599,-13.0,-9.0
account_check_status credit_amount credit_history credits_this_bank duration_in_month other_installment_plans people_under_maintenance personal._status present_res_since property purpose sex telephone,0.713809523809524,-0.029494371281298302,0.755337385070905,-13.0,-6.0
age credit_history duration_in_month foreign_worker housing installment_as_income_perc other_debtors people_under_maintenance personal._status present_emp_since purpose telephone,0.685595238095238,0.11167027417027459,0.71195652173913,-12.0,-7.0
account_check_status foreign_worker housing installment_as_income_perc other_debtors present_emp_since savings telephone,0.714761904761905,0.2449904311606441,0.949275362318841,-8.0,-4.0
age credit_history credits_this_bank duration_in_month housing job people_under_maintenance personal._status property purpose savings sex telephone,0.693809523809524,0.248104758499941,0.551192145862553,-13.0,-8.0
duration_in_month foreign_worker installment_as_income_perc job other_debtors personal._status present_emp_since present_res_since property savings sex telephone,0.705952380952381,0.34180731648227397,0.786542443064182,-12.0,-8.0
account_check_status credit_amount credit_history credits_this_bank foreign_worker installment_as_income_perc job other_debtors people_under_maintenance present_emp_since present_res_since purpose,0.723333333333333,0.2890177627019733,1.0005875440658,-12.0,-5.0
account_check_status age credit_amount credit_history credits_this_bank duration_in_month installment_as_income_perc other_debtors other_installment_plans present_emp_since purpose sex telephone,0.735595238095238,0.19515118880826432,0.782907515314508,-13.0,-4.0
credit_amount credit_history credits_this_bank housing other_debtors present_res_since savings sex telephone,0.686666666666667,0.06505253246109619,0.501006441223833,-9.0,-4.0
account_check_status credit_amount foreign_worker installment_as_income_perc job other_debtors personal._status purpose,0.698690476190476,0.15677117000646368,0.709348622392101,-8.0,-3.0
account_check_status credit_amount credit_history duration_in_month housing other_debtors other_installment_plans present_emp_since property savings telephone,0.734285714285714,0.015353722582638299,0.892090099528549,-11.0,-4.0
credit_history duration_in_month foreign_worker job other_debtors people_under_maintenance personal._status present_emp_since present_res_since property purpose sex,0.689047619047619,0.2690812269759638,0.769682726204465,-12.0,-8.0
age credit_amount credit_history foreign_worker housing other_debtors personal._status present_emp_since property savings sex,0.665238095238095,0.12726706844353902,0.443817052512705,-11.0,-7.0
credit_history credits_this_bank duration_in_month job other_debtors personal._status property savings sex telephone,0.730297619047619,0.231109022556391,0.524599542334096,-10.0,-5.0
account_check_status age credit_history credits_this_bank duration_in_month housing job people_under_maintenance personal._status present_emp_since present_res_since savings,0.710238095238095,0.009631195677707295,0.71195652173913,-12.0,-7.0
account_check_status credit_amount credit_history duration_in_month housing other_debtors people_under_maintenance present_emp_since present_res_since purpose savings,0.725238095238095,0.1682157504942316,0.865162355531095,-11.0,-4.0
credit_history credits_this_bank installment_as_income_perc property purpose telephone,0.693035714285714,-0.006956115779646013,1.02461467678859,-6.0,-2.0
account_check_status credit_amount credit_history credits_this_bank duration_in_month installment_as_income_perc job other_debtors other_installment_plans present_emp_since present_res_since sex telephone,0.714761904761905,0.2377789046653145,0.744529695936346,-13.0,-5.0
account_check_status credit_amount credit_history foreign_worker housing installment_as_income_perc other_debtors present_emp_since purpose savings sex,0.738095238095238,0.2207680670098339,0.853281224556261,-11.0,-4.0
credit_amount credit_history duration_in_month other_installment_plans people_under_maintenance property purpose sex,0.689404761904762,0.09841947210368254,0.615746180963572,-8.0,-3.0
account_check_status age credit_history duration_in_month housing installment_as_income_perc job other_debtors people_under_maintenance personal._status present_emp_since property telephone,0.71297619047619,-0.03828948069714161,0.733530961791831,-13.0,-8.0
account_check_status age credit_history credits_this_bank duration_in_month foreign_worker job other_debtors purpose telephone,0.715,0.1513185365359279,0.908002520478891,-10.0,-4.0
age credit_amount credit_history duration_in_month foreign_worker other_installment_plans personal._status present_emp_since present_res_since property savings,0.701904761904762,0.24358633776091118,0.645507246376812,-11.0,-6.0
account_check_status credit_amount credit_history duration_in_month job other_debtors other_installment_plans purpose savings,0.722261904761905,0.20010474757310182,0.865162355531095,-9.0,-1.0
account_check_status age duration_in_month housing other_installment_plans personal._status present_res_since property savings,0.696785714285714,0.07914123081999691,0.724446987032799,-9.0,-5.0
account_check_status age credit_amount credit_history foreign_worker other_debtors people_under_maintenance present_emp_since property purpose telephone,0.722857142857143,0.28592220983525357,0.866729678638941,-11.0,-6.0
